"time","eventType","id","newStatus","additionalInfo"
0.0,"InfectionEvent",2053,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2056,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4105,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3086,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1040,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",18,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2066,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4115,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4116,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",20,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2068,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4117,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2069,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3095,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3098,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4123,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3099,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1052,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",35,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2086,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2088,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",47,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",48,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2096,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2101,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3128,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1081,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1085,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4158,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",67,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4163,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4164,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4166,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4167,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2120,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",78,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1105,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",81,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3154,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",4179,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",1109,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3157,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",89,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",3162,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",2141,"EXPOSED","This case was an initial infection"
0.0,"InfectionEvent",96,"EXPOSED","This case was an initial infection"
